Latitude,Longitude,TMean (°C)
50.76,-67.98,0.627
50.76,-67.98,0.603
50.76,-67.98,0.691
50.76,-67.98,0.861
50.76,-67.98,0.606
50.76,-67.98,0.643
50.76,-67.98,0.834
50.76,-67.98,0.966
50.76,-67.98,0.838
50.76,-67.98,0.856
50.76,-67.98,0.661
50.86,-67.69,0.719
50.86,-67.69,0.823
50.86,-67.69,0.802
50.86,-67.69,0.659
50.86,-67.69,0.432
50.86,-67.69,0.507
50.86,-67.69,0.377
50.86,-67.69,0.482
50.86,-67.69,0.724
50.86,-67.69,0.748
50.86,-67.69,0.569
50.86,-67.69,0.531
50.86,-67.69,0.822
50.86,-67.69,0.566
50.86,-67.69,0.711
50.86,-67.69,0.705
50.86,-67.69,0.71
50.86,-67.69,0.78
50.86,-67.69,0.679
50.86,-67.69,0.465
50.86,-67.69,0.442
50.86,-67.69,0.526
50.86,-67.69,0.698
50.86,-67.69,0.442
50.86,-67.69,0.48
50.86,-67.69,0.671
50.86,-67.69,0.802
50.86,-67.69,0.676
50.86,-67.69,0.693
50.86,-67.69,0.501
50.77,-67.67,0.475
50.77,-67.67,0.579
50.77,-67.67,0.558
50.77,-67.67,0.415
50.77,-67.67,0.189
50.77,-67.67,0.264
50.77,-67.67,0.134
50.77,-67.67,0.239
50.77,-67.67,0.48
50.77,-67.67,0.504
50.77,-67.67,0.326
50.77,-67.67,0.288
50.77,-67.67,0.578
50.77,-67.67,0.323
50.77,-67.67,0.468
50.77,-67.67,0.461
50.77,-67.67,0.466
50.77,-67.67,0.536
50.77,-67.67,0.436
50.77,-67.67,0.222
50.77,-67.67,0.199
50.77,-67.67,0.283
50.77,-67.67,0.454
50.77,-67.67,0.2
50.77,-67.67,0.237
50.77,-67.67,0.427
50.77,-67.67,0.558
50.77,-67.67,0.432
50.77,-67.67,0.449
50.77,-67.67,0.258
50.77,-67.67,0.329
50.77,-67.67,0.433
50.77,-67.67,0.412
50.77,-67.67,0.269
50.77,-67.67,0.043
50.77,-67.67,0.118
50.77,-67.67,-0.012
50.77,-67.67,0.093
50.77,-67.67,0.334
50.77,-67.67,0.358
50.77,-67.67,0.179
50.77,-67.67,0.142
50.77,-67.67,0.432
50.77,-67.67,0.177
50.77,-67.67,0.322
50.77,-67.67,0.315
50.77,-67.67,0.32
50.77,-67.67,0.39
50.77,-67.67,0.29
50.77,-67.67,0.076
50.77,-67.67,0.053
50.77,-67.67,0.137
50.77,-67.67,0.308
50.77,-67.67,0.053
50.77,-67.67,0.091
50.77,-67.67,0.281
50.77,-67.67,0.412
50.77,-67.67,0.286
50.77,-67.67,0.303
50.77,-67.67,0.112
50.77,-67.67,0.18
50.77,-67.67,0.284
50.77,-67.67,0.262
50.77,-67.67,0.119
50.77,-67.67,-0.107
50.77,-67.67,-0.032
50.77,-67.67,-0.162
50.77,-67.67,-0.057
50.77,-67.67,0.184
50.77,-67.67,0.209
50.77,-67.67,0.029
50.77,-67.67,-0.008
50.77,-67.67,0.282
50.77,-67.67,0.027
50.77,-67.67,0.172
50.77,-67.67,0.165
50.77,-67.67,0.17
50.77,-67.67,0.24
50.77,-67.67,0.14
50.77,-67.67,-0.074
50.77,-67.67,-0.097
50.77,-67.67,-0.013
50.77,-67.67,0.158
50.77,-67.67,-0.097
50.77,-67.67,-0.059
50.77,-67.67,0.131
50.77,-67.67,0.262
50.77,-67.67,0.137
50.77,-67.67,0.153
50.77,-67.67,-0.038
50.73,-68.33,0.784
50.73,-68.33,0.825
50.73,-68.33,0.82
50.73,-68.33,0.705
50.73,-68.33,0.525
50.73,-68.33,0.582
50.73,-68.33,0.463
50.73,-68.33,0.557
50.73,-68.33,0.756
50.73,-68.33,0.779
50.73,-68.33,0.647
50.73,-68.33,0.597
50.73,-68.33,0.84
50.73,-68.33,0.645
50.73,-68.33,0.769
50.73,-68.33,0.716
50.73,-68.33,0.747
50.73,-68.33,0.804
50.73,-68.33,0.725
50.73,-68.33,0.557
50.73,-68.33,0.536
50.73,-68.33,0.594
50.73,-68.33,0.736
50.73,-68.33,0.5
50.73,-68.33,0.571
50.73,-68.33,0.711
50.73,-68.33,0.819
50.73,-68.33,0.72
50.73,-68.33,0.751
50.73,-68.33,0.603
50.73,-68.33,0.784
50.73,-68.33,0.825
50.73,-68.33,0.82
50.73,-68.33,0.705
50.73,-68.33,0.525
50.73,-68.33,0.582
50.73,-68.33,0.463
50.73,-68.33,0.557
50.73,-68.33,0.756
50.73,-68.33,0.779
50.73,-68.33,0.647
50.73,-68.33,0.597
50.73,-68.33,0.84
50.73,-68.33,0.645
50.73,-68.33,0.769
50.73,-68.33,0.716
50.73,-68.33,0.747
50.73,-68.33,0.804
50.73,-68.33,0.725
50.73,-68.33,0.557
50.73,-68.33,0.536
50.73,-68.33,0.594
50.73,-68.33,0.736
50.73,-68.33,0.5
50.73,-68.33,0.571
50.73,-68.33,0.711
50.73,-68.33,0.819
50.73,-68.33,0.72
50.73,-68.33,0.751
50.73,-68.33,0.603
50.73,-68.33,0.854
50.73,-68.33,0.894
50.73,-68.33,0.89
50.73,-68.33,0.775
50.73,-68.33,0.595
50.73,-68.33,0.652
50.73,-68.33,0.533
50.73,-68.33,0.627
50.73,-68.33,0.826
50.73,-68.33,0.849
50.73,-68.33,0.716
50.73,-68.33,0.667
50.73,-68.33,0.91
50.73,-68.33,0.715
50.73,-68.33,0.839
50.73,-68.33,0.786
50.73,-68.33,0.817
50.73,-68.33,0.874
50.73,-68.33,0.794
50.73,-68.33,0.627
50.73,-68.33,0.606
50.73,-68.33,0.664
50.73,-68.33,0.806
50.73,-68.33,0.57
50.73,-68.33,0.641
50.73,-68.33,0.781
50.73,-68.33,0.889
50.73,-68.33,0.79
50.73,-68.33,0.821
50.73,-68.33,0.673
50.71,-68.27,0.145
50.71,-68.27,0.185
50.71,-68.27,0.181
50.71,-68.27,0.067
50.71,-68.27,-0.114
50.71,-68.27,-0.057
50.71,-68.27,-0.176
50.71,-68.27,-0.082
50.71,-68.27,0.117
50.71,-68.27,0.14
50.71,-68.27,0.008
50.71,-68.27,-0.042
50.71,-68.27,0.201
50.71,-68.27,0.007
50.71,-68.27,0.13
50.71,-68.27,0.077
50.71,-68.27,0.108
50.71,-68.27,0.165
50.71,-68.27,0.085
50.71,-68.27,-0.081
50.71,-68.27,-0.103
50.71,-68.27,-0.045
50.71,-68.27,0.096
50.71,-68.27,-0.139
50.71,-68.27,-0.067
50.71,-68.27,0.072
50.71,-68.27,0.18
50.71,-68.27,0.081
50.71,-68.27,0.112
50.71,-68.27,-0.035
50.69,-68.25,0.833
50.69,-68.25,0.873
50.69,-68.25,0.869
50.69,-68.25,0.755
50.69,-68.25,0.575
50.69,-68.25,0.632
50.69,-68.25,0.514
50.69,-68.25,0.607
50.69,-68.25,0.805
50.69,-68.25,0.828
50.69,-68.25,0.696
50.69,-68.25,0.647
50.69,-68.25,0.889
50.69,-68.25,0.695
50.69,-68.25,0.818
50.69,-68.25,0.765
50.69,-68.25,0.796
50.69,-68.25,0.853
50.69,-68.25,0.774
50.69,-68.25,0.608
50.69,-68.25,0.586
50.69,-68.25,0.644
50.69,-68.25,0.785
50.69,-68.25,0.55
50.69,-68.25,0.622
50.69,-68.25,0.76
50.69,-68.25,0.868
50.69,-68.25,0.769
50.69,-68.25,0.801
50.69,-68.25,0.654
50.69,-68.25,0.984
50.69,-68.25,1.025
50.69,-68.25,1.02
50.69,-68.25,0.907
50.69,-68.25,0.727
50.69,-68.25,0.783
50.69,-68.25,0.665
50.69,-68.25,0.758
50.69,-68.25,0.957
50.69,-68.25,0.979
50.69,-68.25,0.848
50.69,-68.25,0.799
50.69,-68.25,1.04
50.69,-68.25,0.847
50.69,-68.25,0.969
50.69,-68.25,0.917
50.69,-68.25,0.947
50.69,-68.25,1.004
50.69,-68.25,0.925
50.69,-68.25,0.759
50.69,-68.25,0.738
50.69,-68.25,0.795
50.69,-68.25,0.936
50.69,-68.25,0.702
50.69,-68.25,0.773
50.69,-68.25,0.912
50.69,-68.25,1.019
50.69,-68.25,0.92
50.69,-68.25,0.952
50.69,-68.25,0.805
50.71,-68.08,0.288
50.71,-68.08,0.328
50.71,-68.08,0.323
50.71,-68.08,0.211
50.71,-68.08,0.032
50.71,-68.08,0.088
50.71,-68.08,-0.029
50.71,-68.08,0.063
50.71,-68.08,0.261
50.71,-68.08,0.283
50.71,-68.08,0.153
50.71,-68.08,0.104
50.71,-68.08,0.344
50.71,-68.08,0.152
50.71,-68.08,0.274
50.71,-68.08,0.221
50.71,-68.08,0.252
50.71,-68.08,0.308
50.71,-68.08,0.23
50.71,-68.08,0.064
50.71,-68.08,0.043
50.71,-68.08,0.1
50.71,-68.08,0.24
50.71,-68.08,0.008
50.71,-68.08,0.079
50.71,-68.08,0.216
50.71,-68.08,0.323
50.71,-68.08,0.225
50.71,-68.08,0.256
50.71,-68.08,0.111
50.69,-68.19,0.682
50.69,-68.19,0.722
50.69,-68.19,0.717
50.69,-68.19,0.604
50.69,-68.19,0.425
50.69,-68.19,0.481
50.69,-68.19,0.363
50.69,-68.19,0.456
50.69,-68.19,0.654
50.69,-68.19,0.677
50.69,-68.19,0.546
50.69,-68.19,0.496
50.69,-68.19,0.737
50.69,-68.19,0.545
50.69,-68.19,0.667
50.69,-68.19,0.614
50.69,-68.19,0.645
50.69,-68.19,0.702
50.69,-68.19,0.623
50.69,-68.19,0.457
50.69,-68.19,0.435
50.69,-68.19,0.493
50.69,-68.19,0.633
50.69,-68.19,0.4
50.69,-68.19,0.471
50.69,-68.19,0.609
50.69,-68.19,0.716
50.69,-68.19,0.618
50.69,-68.19,0.649
50.69,-68.19,0.503
50.68,-68,0.187
50.68,-68,0.226
50.68,-68,0.221
50.68,-68,0.11
50.68,-68,-0.069
50.68,-68,-0.013
50.68,-68,-0.13
50.68,-68,-0.038
50.68,-68,0.159
50.68,-68,0.181
50.68,-68,0.051
50.68,-68,0.003
50.68,-68,0.242
50.68,-68,0.05
50.68,-68,0.172
50.68,-68,0.119
50.68,-68,0.15
50.68,-68,0.206
50.68,-68,0.128
50.68,-68,-0.036
50.68,-68,-0.058
50.68,-68,-0.001
50.68,-68,0.138
50.68,-68,-0.093
50.68,-68,-0.022
50.68,-68,0.114
50.68,-68,0.221
50.68,-68,0.123
50.68,-68,0.155
50.68,-68,0.01
50.68,-68,0.187
50.68,-68,0.226
50.68,-68,0.221
50.68,-68,0.11
50.68,-68,-0.069
50.68,-68,-0.013
50.68,-68,-0.13
50.68,-68,-0.038
50.68,-68,0.159
50.68,-68,0.181
50.68,-68,0.051
50.68,-68,0.003
50.68,-68,0.242
50.68,-68,0.05
50.68,-68,0.172
50.68,-68,0.119
50.68,-68,0.15
50.68,-68,0.206
50.68,-68,0.128
50.68,-68,-0.036
50.68,-68,-0.058
50.68,-68,-0.001
50.68,-68,0.138
50.68,-68,-0.093
50.68,-68,-0.022
50.68,-68,0.114
50.68,-68,0.221
50.68,-68,0.123
50.68,-68,0.155
50.68,-68,0.01
50.64,-68.15,0.904
50.64,-68.15,0.943
50.64,-68.15,0.939
50.64,-68.15,0.827
50.64,-68.15,0.648
50.64,-68.15,0.704
50.64,-68.15,0.587
50.64,-68.15,0.678
50.64,-68.15,0.876
50.64,-68.15,0.899
50.64,-68.15,0.768
50.64,-68.15,0.719
50.64,-68.15,0.959
50.64,-68.15,0.767
50.64,-68.15,0.889
50.64,-68.15,0.836
50.64,-68.15,0.867
50.64,-68.15,0.924
50.64,-68.15,0.845
50.64,-68.15,0.68
50.64,-68.15,0.658
50.64,-68.15,0.716
50.64,-68.15,0.855
50.64,-68.15,0.623
50.64,-68.15,0.694
50.64,-68.15,0.831
50.64,-68.15,0.938
50.64,-68.15,0.84
50.64,-68.15,0.872
50.64,-68.15,0.726
50.64,-68.15,0.904
50.64,-68.15,0.943
50.64,-68.15,0.939
50.64,-68.15,0.827
50.64,-68.15,0.648
50.64,-68.15,0.704
50.64,-68.15,0.587
50.64,-68.15,0.678
50.64,-68.15,0.876
50.64,-68.15,0.899
50.64,-68.15,0.768
50.64,-68.15,0.719
50.64,-68.15,0.959
50.64,-68.15,0.767
50.64,-68.15,0.889
50.64,-68.15,0.836
50.64,-68.15,0.867
50.64,-68.15,0.924
50.64,-68.15,0.845
50.64,-68.15,0.68
50.64,-68.15,0.658
50.64,-68.15,0.716
50.64,-68.15,0.855
50.64,-68.15,0.623
50.64,-68.15,0.694
50.64,-68.15,0.831
50.64,-68.15,0.938
50.64,-68.15,0.84
50.64,-68.15,0.872
50.64,-68.15,0.726
50.64,-68.14,0.83
50.64,-68.14,0.87
50.64,-68.14,0.865
50.64,-68.14,0.753
50.64,-68.14,0.574
50.64,-68.14,0.63
50.64,-68.14,0.513
50.64,-68.14,0.605
50.64,-68.14,0.803
50.64,-68.14,0.825
50.64,-68.14,0.695
50.64,-68.14,0.646
50.64,-68.14,0.885
50.64,-68.14,0.694
50.64,-68.14,0.816
50.64,-68.14,0.763
50.64,-68.14,0.793
50.64,-68.14,0.85
50.64,-68.14,0.772
50.64,-68.14,0.607
50.64,-68.14,0.585
50.64,-68.14,0.642
50.64,-68.14,0.782
50.64,-68.14,0.55
50.64,-68.14,0.621
50.64,-68.14,0.758
50.64,-68.14,0.865
50.64,-68.14,0.766
50.64,-68.14,0.798
50.64,-68.14,0.653
50.67,-67.95,0.405
50.67,-67.95,0.441
50.67,-67.95,0.437
50.67,-67.95,0.332
50.67,-67.95,0.157
50.67,-67.95,0.21
50.67,-67.95,0.097
50.67,-67.95,0.184
50.67,-67.95,0.377
50.67,-67.95,0.398
50.67,-67.95,0.273
50.67,-67.95,0.226
50.67,-67.95,0.457
50.67,-67.95,0.274
50.67,-67.95,0.391
50.67,-67.95,0.338
50.67,-67.95,0.368
50.67,-67.95,0.425
50.67,-67.95,0.346
50.67,-67.95,0.188
50.67,-67.95,0.167
50.67,-67.95,0.224
50.67,-67.95,0.355
50.67,-67.95,0.133
50.67,-67.95,0.203
50.67,-67.95,0.333
50.67,-67.95,0.438
50.67,-67.95,0.34
50.67,-67.95,0.374
50.67,-67.95,0.234
50.64,-67.86,1.119
50.64,-67.86,1.154
50.64,-67.86,1.15
50.64,-67.86,1.045
50.64,-67.86,0.871
50.64,-67.86,0.923
50.64,-67.86,0.81
50.64,-67.86,0.898
50.64,-67.86,1.091
50.64,-67.86,1.112
50.64,-67.86,0.986
50.64,-67.86,0.94
50.64,-67.86,1.171
50.64,-67.86,0.987
50.64,-67.86,1.105
50.64,-67.86,1.051
50.64,-67.86,1.082
50.64,-67.86,1.139
50.64,-67.86,1.06
50.64,-67.86,0.902
50.64,-67.86,0.881
50.64,-67.86,0.937
50.64,-67.86,1.069
50.64,-67.86,0.847
50.64,-67.86,0.917
50.64,-67.86,1.046
50.64,-67.86,1.151
50.64,-67.86,1.054
50.64,-67.86,1.088
50.64,-67.86,0.948
50.63,-67.86,0.907
50.63,-67.86,0.943
50.63,-67.86,0.939
50.63,-67.86,0.833
50.63,-67.86,0.659
50.63,-67.86,0.712
50.63,-67.86,0.599
50.63,-67.86,0.686
50.63,-67.86,0.879
50.63,-67.86,0.9
50.63,-67.86,0.775
50.63,-67.86,0.728
50.63,-67.86,0.959
50.63,-67.86,0.775
50.63,-67.86,0.893
50.63,-67.86,0.84
50.63,-67.86,0.87
50.63,-67.86,0.927
50.63,-67.86,0.848
50.63,-67.86,0.69
50.63,-67.86,0.669
50.63,-67.86,0.726
50.63,-67.86,0.857
50.63,-67.86,0.635
50.63,-67.86,0.705
50.63,-67.86,0.835
50.63,-67.86,0.939
50.63,-67.86,0.842
50.63,-67.86,0.876
50.63,-67.86,0.736
50.61,-68.36,1.973
50.61,-68.36,2.012
50.61,-68.36,2.008
50.61,-68.36,1.894
50.61,-68.36,1.714
50.61,-68.36,1.77
50.61,-68.36,1.652
50.61,-68.36,1.746
50.61,-68.36,1.945
50.61,-68.36,1.965
50.61,-68.36,1.834
50.61,-68.36,1.785
50.61,-68.36,2.027
50.61,-68.36,1.835
50.61,-68.36,1.957
50.61,-68.36,1.904
50.61,-68.36,1.934
50.61,-68.36,1.993
50.61,-68.36,1.912
50.61,-68.36,1.746
50.61,-68.36,1.723
50.61,-68.36,1.783
50.61,-68.36,1.922
50.61,-68.36,1.689
50.61,-68.36,1.761
50.61,-68.36,1.898
50.61,-68.36,2.007
50.61,-68.36,1.906
50.61,-68.36,1.94
50.61,-68.36,1.791
50.61,-68.36,1.998
50.61,-68.36,2.037
50.61,-68.36,2.033
50.61,-68.36,1.919
50.61,-68.36,1.739
50.61,-68.36,1.795
50.61,-68.36,1.677
50.61,-68.36,1.771
50.61,-68.36,1.97
50.61,-68.36,1.99
50.61,-68.36,1.859
50.61,-68.36,1.81
50.61,-68.36,2.052
50.61,-68.36,1.86
50.61,-68.36,1.983
50.61,-68.36,1.929
50.61,-68.36,1.959
50.61,-68.36,2.018
50.61,-68.36,1.937
50.61,-68.36,1.772
50.61,-68.36,1.749
50.61,-68.36,1.808
50.61,-68.36,1.947
50.61,-68.36,1.714
50.61,-68.36,1.786
50.61,-68.36,1.924
50.61,-68.36,2.032
50.61,-68.36,1.931
50.61,-68.36,1.965
50.61,-68.36,1.817
50.58,-68.44,2.081
50.58,-68.44,2.122
50.58,-68.44,2.115
50.58,-68.44,1.998
50.58,-68.44,1.815
50.58,-68.44,1.874
50.58,-68.44,1.755
50.58,-68.44,1.848
50.58,-68.44,2.05
50.58,-68.44,2.072
50.58,-68.44,1.942
50.58,-68.44,1.89
50.58,-68.44,2.135
50.58,-68.44,1.94
50.58,-68.44,2.066
50.58,-68.44,2.01
50.58,-68.44,2.04
50.58,-68.44,2.098
50.58,-68.44,2.021
50.58,-68.44,1.852
50.58,-68.44,1.828
50.58,-68.44,1.885
50.58,-68.44,2.031
50.58,-68.44,1.792
50.58,-68.44,1.863
50.58,-68.44,2.005
50.58,-68.44,2.115
50.58,-68.44,2.014
50.58,-68.44,2.046
50.58,-68.44,1.897
50.58,-68.43,1.751
50.58,-68.43,1.793
50.58,-68.43,1.785
50.58,-68.43,1.668
50.58,-68.43,1.486
50.58,-68.43,1.545
50.58,-68.43,1.425
50.58,-68.43,1.518
50.58,-68.43,1.721
50.58,-68.43,1.742
50.58,-68.43,1.612
50.58,-68.43,1.56
50.58,-68.43,1.806
50.58,-68.43,1.61
50.58,-68.43,1.736
50.58,-68.43,1.68
50.58,-68.43,1.711
50.58,-68.43,1.769
50.58,-68.43,1.691
50.58,-68.43,1.522
50.58,-68.43,1.499
50.58,-68.43,1.555
50.58,-68.43,1.701
50.58,-68.43,1.462
50.58,-68.43,1.533
50.58,-68.43,1.676
50.58,-68.43,1.785
50.58,-68.43,1.685
50.58,-68.43,1.716
50.58,-68.43,1.567
50.55,-68.26,1.664
50.55,-68.26,1.702
50.55,-68.26,1.698
50.55,-68.26,1.585
50.55,-68.26,1.406
50.55,-68.26,1.462
50.55,-68.26,1.344
50.55,-68.26,1.437
50.55,-68.26,1.636
50.55,-68.26,1.655
50.55,-68.26,1.526
50.55,-68.26,1.477
50.55,-68.26,1.717
50.55,-68.26,1.527
50.55,-68.26,1.649
50.55,-68.26,1.595
50.55,-68.26,1.625
50.55,-68.26,1.684
50.55,-68.26,1.603
50.55,-68.26,1.439
50.55,-68.26,1.415
50.55,-68.26,1.475
50.55,-68.26,1.613
50.55,-68.26,1.382
50.55,-68.26,1.453
50.55,-68.26,1.589
50.55,-68.26,1.698
50.55,-68.26,1.597
50.55,-68.26,1.631
50.55,-68.26,1.484
50.55,-68.26,1.506
50.55,-68.26,1.545
50.55,-68.26,1.541
50.55,-68.26,1.428
50.55,-68.26,1.249
50.55,-68.26,1.304
50.55,-68.26,1.187
50.55,-68.26,1.28
50.55,-68.26,1.478
50.55,-68.26,1.498
50.55,-68.26,1.368
50.55,-68.26,1.319
50.55,-68.26,1.56
50.55,-68.26,1.369
50.55,-68.26,1.491
50.55,-68.26,1.437
50.55,-68.26,1.467
50.55,-68.26,1.526
50.55,-68.26,1.445
50.55,-68.26,1.281
50.55,-68.26,1.258
50.55,-68.26,1.317
50.55,-68.26,1.455
50.55,-68.26,1.224
50.55,-68.26,1.295
50.55,-68.26,1.432
50.55,-68.26,1.54
50.55,-68.26,1.439
50.55,-68.26,1.473
50.55,-68.26,1.326
50.57,-68.18,0.909
50.57,-68.18,0.947
50.57,-68.18,0.943
50.57,-68.18,0.831
50.57,-68.18,0.652
50.57,-68.18,0.707
50.57,-68.18,0.59
50.57,-68.18,0.683
50.57,-68.18,0.881
50.57,-68.18,0.901
50.57,-68.18,0.771
50.57,-68.18,0.722
50.57,-68.18,0.962
50.57,-68.18,0.772
50.57,-68.18,0.894
50.57,-68.18,0.84
50.57,-68.18,0.87
50.57,-68.18,0.929
50.57,-68.18,0.848
50.57,-68.18,0.684
50.57,-68.18,0.661
50.57,-68.18,0.721
50.57,-68.18,0.858
50.57,-68.18,0.628
50.57,-68.18,0.699
50.57,-68.18,0.835
50.57,-68.18,0.943
50.57,-68.18,0.842
50.57,-68.18,0.876
50.57,-68.18,0.729
50.57,-68.19,0.762
50.57,-68.19,0.8
50.57,-68.19,0.796
50.57,-68.19,0.684
50.57,-68.19,0.505
50.57,-68.19,0.56
50.57,-68.19,0.443
50.57,-68.19,0.536
50.57,-68.19,0.734
50.57,-68.19,0.754
50.57,-68.19,0.624
50.57,-68.19,0.575
50.57,-68.19,0.815
50.57,-68.19,0.625
50.57,-68.19,0.747
50.57,-68.19,0.693
50.57,-68.19,0.723
50.57,-68.19,0.782
50.57,-68.19,0.701
50.57,-68.19,0.537
50.57,-68.19,0.514
50.57,-68.19,0.574
50.57,-68.19,0.711
50.57,-68.19,0.48
50.57,-68.19,0.551
50.57,-68.19,0.688
50.57,-68.19,0.796
50.57,-68.19,0.695
50.57,-68.19,0.729
50.57,-68.19,0.582
50.57,-68.19,0.684
50.57,-68.19,0.722
50.57,-68.19,0.718
50.57,-68.19,0.606
50.57,-68.19,0.427
50.57,-68.19,0.482
50.57,-68.19,0.365
50.57,-68.19,0.458
50.57,-68.19,0.656
50.57,-68.19,0.676
50.57,-68.19,0.546
50.57,-68.19,0.497
50.57,-68.19,0.738
50.57,-68.19,0.547
50.57,-68.19,0.669
50.57,-68.19,0.615
50.57,-68.19,0.645
50.57,-68.19,0.704
50.57,-68.19,0.623
50.57,-68.19,0.459
50.57,-68.19,0.436
50.57,-68.19,0.496
50.57,-68.19,0.633
50.57,-68.19,0.402
50.57,-68.19,0.473
50.57,-68.19,0.61
50.57,-68.19,0.718
50.57,-68.19,0.617
50.57,-68.19,0.651
50.57,-68.19,0.504
50.57,-68.19,0.611
50.57,-68.19,0.649
50.57,-68.19,0.645
50.57,-68.19,0.533
50.57,-68.19,0.354
50.57,-68.19,0.409
50.57,-68.19,0.292
50.57,-68.19,0.385
50.57,-68.19,0.583
50.57,-68.19,0.603
50.57,-68.19,0.473
50.57,-68.19,0.424
50.57,-68.19,0.665
50.57,-68.19,0.474
50.57,-68.19,0.596
50.57,-68.19,0.542
50.57,-68.19,0.572
50.57,-68.19,0.631
50.57,-68.19,0.55
50.57,-68.19,0.386
50.57,-68.19,0.363
50.57,-68.19,0.423
50.57,-68.19,0.56
50.57,-68.19,0.329
50.57,-68.19,0.4
50.57,-68.19,0.537
50.57,-68.19,0.645
50.57,-68.19,0.544
50.57,-68.19,0.578
50.57,-68.19,0.431
50.61,-68.02,0.767
50.61,-68.02,0.802
50.61,-68.02,0.799
50.61,-68.02,0.693
50.61,-68.02,0.519
50.61,-68.02,0.571
50.61,-68.02,0.459
50.61,-68.02,0.546
50.61,-68.02,0.739
50.61,-68.02,0.76
50.61,-68.02,0.634
50.61,-68.02,0.588
50.61,-68.02,0.819
50.61,-68.02,0.636
50.61,-68.02,0.753
50.61,-68.02,0.699
50.61,-68.02,0.73
50.61,-68.02,0.787
50.61,-68.02,0.708
50.61,-68.02,0.55
50.61,-68.02,0.528
50.61,-68.02,0.586
50.61,-68.02,0.716
50.61,-68.02,0.495
50.61,-68.02,0.565
50.61,-68.02,0.694
50.61,-68.02,0.799
50.61,-68.02,0.702
50.61,-68.02,0.736
50.61,-68.02,0.596
50.61,-68.03,1.063
50.61,-68.03,1.098
50.61,-68.03,1.094
50.61,-68.03,0.989
50.61,-68.03,0.815
50.61,-68.03,0.867
50.61,-68.03,0.754
50.61,-68.03,0.841
50.61,-68.03,1.035
50.61,-68.03,1.056
50.61,-68.03,0.93
50.61,-68.03,0.884
50.61,-68.03,1.115
50.61,-68.03,0.931
50.61,-68.03,1.049
50.61,-68.03,0.995
50.61,-68.03,1.025
50.61,-68.03,1.083
50.61,-68.03,1.004
50.61,-68.03,0.846
50.61,-68.03,0.824
50.61,-68.03,0.881
50.61,-68.03,1.012
50.61,-68.03,0.791
50.61,-68.03,0.861
50.61,-68.03,0.99
50.61,-68.03,1.095
50.61,-68.03,0.998
50.61,-68.03,1.032
50.61,-68.03,0.892
50.61,-68.01,0.691
50.61,-68.01,0.726
50.61,-68.01,0.723
50.61,-68.01,0.617
50.61,-68.01,0.443
50.61,-68.01,0.496
50.61,-68.01,0.383
50.61,-68.01,0.47
50.61,-68.01,0.663
50.61,-68.01,0.684
50.61,-68.01,0.559
50.61,-68.01,0.512
50.61,-68.01,0.743
50.61,-68.01,0.56
50.61,-68.01,0.677
50.61,-68.01,0.624
50.61,-68.01,0.654
50.61,-68.01,0.711
50.61,-68.01,0.632
50.61,-68.01,0.474
50.61,-68.01,0.453
50.61,-68.01,0.51
50.61,-68.01,0.641
50.61,-68.01,0.419
50.61,-68.01,0.489
50.61,-68.01,0.619
50.61,-68.01,0.723
50.61,-68.01,0.626
50.61,-68.01,0.66
50.61,-68.01,0.52
50.47,-68.36,1.416
50.47,-68.36,1.455
50.47,-68.36,1.451
50.47,-68.36,1.337
50.47,-68.36,1.158
50.47,-68.36,1.214
50.47,-68.36,1.096
50.47,-68.36,1.189
50.47,-68.36,1.388
50.47,-68.36,1.408
50.47,-68.36,1.278
50.47,-68.36,1.229
50.47,-68.36,1.47
50.47,-68.36,1.279
50.47,-68.36,1.401
50.47,-68.36,1.347
50.47,-68.36,1.377
50.47,-68.36,1.437
50.47,-68.36,1.355
50.47,-68.36,1.191
50.47,-68.36,1.167
50.47,-68.36,1.227
50.47,-68.36,1.365
50.47,-68.36,1.133
50.47,-68.36,1.205
50.47,-68.36,1.342
50.47,-68.36,1.45
50.47,-68.36,1.349
50.47,-68.36,1.383
50.47,-68.36,1.236
50.47,-68.35,1.418
50.47,-68.35,1.456
50.47,-68.35,1.452
50.47,-68.35,1.339
50.47,-68.35,1.16
50.47,-68.35,1.216
50.47,-68.35,1.098
50.47,-68.35,1.191
50.47,-68.35,1.39
50.47,-68.35,1.41
50.47,-68.35,1.28
50.47,-68.35,1.231
50.47,-68.35,1.471
50.47,-68.35,1.281
50.47,-68.35,1.403
50.47,-68.35,1.349
50.47,-68.35,1.379
50.47,-68.35,1.438
50.47,-68.35,1.357
50.47,-68.35,1.192
50.47,-68.35,1.169
50.47,-68.35,1.229
50.47,-68.35,1.367
50.47,-68.35,1.135
50.47,-68.35,1.207
50.47,-68.35,1.344
50.47,-68.35,1.452
50.47,-68.35,1.351
50.47,-68.35,1.385
50.47,-68.35,1.237
50.47,-68.35,1.418
50.47,-68.35,1.456
50.47,-68.35,1.452
50.47,-68.35,1.339
50.47,-68.35,1.16
50.47,-68.35,1.216
50.47,-68.35,1.098
50.47,-68.35,1.191
50.47,-68.35,1.39
50.47,-68.35,1.41
50.47,-68.35,1.28
50.47,-68.35,1.231
50.47,-68.35,1.471
50.47,-68.35,1.281
50.47,-68.35,1.403
50.47,-68.35,1.349
50.47,-68.35,1.379
50.47,-68.35,1.438
50.47,-68.35,1.357
50.47,-68.35,1.192
